2190	1772	Bearing	Alternator	Drive-end Bearing	Drive Bearing, alternator
2191	1773	Bearing	Alternator	Slip Ring	Slip Ring Bearing, alternator
2192	1774	Stator	Alternator		Stator, alternator
2193	1775	Rotor	Alternator		Rotor, alternator
2194	1776	Diode Holder	Alternator		Diode Holder, alternator
2197	1779	Switch	Automatic Transmission	Shift Position	Shift Selector Lever
2198	1780	Switch	Manual Transmission	Shift Position	Shift Selector Lever
2199	1781	Potentiometer	Electric Universal Parts		Potentiometer
2201	1783	Sensor	Instruments	Oil Temperature	Sensor, oil temperature
2202	1784	Angle Drive	Instruments	Speedometer	Angle Drive, tacho shaft
2203	1785	Lid	Instruments		Lid, gauge
2205	1787	Signal Unit	Electric Universal Parts		Signal Unit
2206	1788	Seal / Gasket	Lights	Headlight Frame	Seal, headlight frame
2222	1791	Valve	Glow Ignition System	Flame Start System	Valve, flame starter system
2223	1792	Insulator	Glow Ignition System	Glow Plug	Insulator, glow plug
2229	1793	Valve	Wheels	Tyre Pressure Control System	Valve, tyre pressure control system
2231	1795	Aerial	Wheels	Tyre Pressure Control System	Aerial, tyre pressure control system
2232	1796	Sensor	Wheels	Tyre Pressure Control System	Wheel Sensor, tyre pressure control system
2234	1798	Charger	Air Supply		Charger, charging system
2239	1802	Adaptor	Trailer Hitch	Socket	Socket Adapter
2240	1803	Control Unit	Comfort Systems	Door Latch Aid	Control Unit, door closing aid
2241	1804	Spring Kit	Standard Parts		Spring Kit
2243	1806	Relay Set	Trailer Hitch	Fog/Tail Light	Relay Set, rear fog light
2247	1809	Shield	Brake System	Brake Caliper	Cover, brake caliper
2248	1810	Piston	Brake System	Brake Caliper	Piston, brake caliper
2249	1811	Rod	Clutch	Slave Cylinder	Rod, slave cylinder
2250	1812	Rod	Clutch	Master Cylinder	Rod, master cylinder
2251	1813	Rod	Brake System	Brake Master Cylinder	Rod, brake master cylinder
2253	1815	Sleeve	Standard Parts	Clamp	Split Sleeve
2254	1816	Sensor Ring	Brake System	ABS	Sensor Ring, ABS
2256	1817	Assortment	Standard Parts	Screw	Screws Assortment
2257	1818	Fastener Set	Standard Parts		Bolt and Nut Kit
2258	1819	Fitting	Standard Parts	Hose	Connection Piece, hose line
2259	1820	Plug	Standard Parts		Sealing-/Protection Plugs
2260	1821	Test Connection	Standard Parts	Pipe	Test Connection, piping
2261	1822	Connector	Standard Parts	Pipe	Connector, pipes
2262	1823	Relay	Signal System	Air Horn	Relay, horn
2263	1824	Switch	Battery		Main Switch, battery
2264	1825	Switch	Glow Ignition System	Glow Time	Switch, preheating system
2265	1826	Lever	Starter System	Lever	Engagement Lever, starter
2266	1827	Repair Kit	Starter System		Repair Kit, starter
2267	1828	Winding	Alternator	Magnetic Field	Field Winding, alternator
2268	1829	Cap	Alternator		Protective Cap, alternator
2269	1830	Repair Kit	Alternator		Repair Kit, alternator
2272	1831	Sensor	Fuel Supply System	Fuel Tank	Sensor, fuel tank pressure
2273	1832	Electric Motor	Electric Universal Parts		Electric Motor
2275	1833	Sensor	Comfort Systems	Rain Sensor	Rain Sensor
2277	1835	Control Unit	Comfort Systems	Rain Sensor	Control Unit, rain sensor
2280	1838	Switch	Exhaust Gas Recirculation (EGR)		Temperature Switch, EGR
2282	1840	Repair Kit	Brake System	Hydraulic Unit	Repair Kit, hydraulic unit
2283	1841	Repair Kit	Ignition System	Distributor	Repair Kit, distributor
2284	1842	Ignition Coil Unit	Ignition System		Ignition Coil Unit
2285	1843	Cap	Ignition System	Dust Cover	Dust Cover, distributor
2286	1844	Cover	Ignition System	Distributor	Shield, distributor
2288	1845	Cap	Ignition System	Spark Plug Head	Protective Cap, spark plug
2289	1846	Cap	Ignition System	Ignition Coil Plug	Protective Cap, ignition coil plug
2290	1847	Cap	Ignition System	Distributor Plug	Protective Cap, distributor plug
2295	1852	Control Unit	Manual Transmission	EPS	Control Unit, EPS
2296	1853	Spring	Brake System	Brake Caliper	Spring, brake caliper
2299	1856	Bellow	Brake System	Brake Master Cylinder	Bellow, brake master cylinder
2300	1857	Bellow	Brake System	Wheel Brake Cylinder	Bellow, wheel brake cylinder
2303	1860	Hose Line	Brake System	Brake Booster	Vacuum Hose, brake booster
2304	1861	Springwasher	Standard Parts		Springwasher
2305	1862	Plug	Brake System	Brake Fluid Reservoir	Plug, brake fluid reservoir
2306	1863	Fitting	Brake System	Brake Booster	Connection Piece, vacuum hose
2307	1864	Seal / Gasket	Brake System	Vacuum Connection Nozzle	Seal, vacuum hose connector pipe
2308	1865	Switch	Brake System	Brake Pressure	Pressure Switch, brake hydraulics
2309	1866	Valve	Standard Parts	Vacuum Line	Valve, vacuum hose
2310	1867	Nut	Standard Parts	Union Nut	Union Nut
2311	1868	Screw	Standard Parts	Union Nut	Union Bolt
2312	1869	Screw	Standard Parts	Sealing Cap	Screw Plug
2313	1870	Screw	Standard Parts	Hollow Screw	Hollow Screw
2314	1871	Screw	Standard Parts	Bleeding	Breather Screw / Valve
2315	1872	Adaptor	Standard Parts	Brake Lines	Adapter, brake lines
2316	1873	Fitting	Standard Parts	Ring Connectors	Connector, metal pipes
2317	1874	Magazine	Standard Parts	Miscellaneous Parts	Assortment, parts magazine
2318	1875	Assortment	Standard Parts	Instruments	Assortment, fittings
2319	1876	Assortment	Standard Parts	Breather Screws	Assortment, breather screws
2320	1877	Assortment	Standard Parts	Fasteners	Assortment, fasteners
2321	1878	Preservative	Chemical Products	Brake	Preservative, brake parts
2322	1879	CADDY BOX	Cooling System	Radiator	Water Tank, radiator
2323	1880	Cover	Cooling System	Radiator	Cowling, radiator fan
2325	1881	Tester	Workshop Devices	Brake Fluid	Testing Unit, brake fluid
2326	1882	Sampling Set	Workshop Devices	Brake Fluid	Sampling Set, brake fluid
2327	1883	Tester	Workshop Devices	Brake System	Testing Unit, brake system
2330	1886	Coupling	Workshop Devices	Test Connection	Clutch, test connection
2331	1887	Nipple	Workshop Devices	Adaptor Nipple, pressure sensor	Adaptor Nipple, breather valve pressure sensor
2332	1888	Clamping Tool	Workshop Devices	Pedal, brake / clutch	Pedal Depressor
2333	1889	Expansion Set	Workshop Devices	Brake disc runout check	Tester Set, brake disc runout check
2334	1890	Electric Cable	Workshop Devices	Cigarette lighter connector	Cable, cigarette lighter connection
2335	1891	Expansion Set	Workshop Devices	Tester, brake fluid boiling point	Tester Set, brake fluid boiling point
2336	1892	Tester	Workshop Devices	Tester, hydraulic / pneumatic pressure	Testing Unit, hydraulic / pneumatic pressure
2337	1893	Hose Line	Workshop Devices	Pressure Tester	Extension Hose, pressure tester unit
2338	1894	Measuring Device	Workshop Devices	Brake Disc Runout	Measurement Device, brake disc runout
2339	1895	Siphon	Workshop Devices	Brake Fluid Siphoning	Siphon, brake fluid
2340	1896	Gaiter	Workshop Devices	Brake Fluid Siphoning	Suction Balloon, brake fluid
2341	1897	Hose Line	Workshop Devices	Brake System Bleeding	Bleeding Hose
2342	1898	Hose Line	Workshop Devices	Venting unit valve connector	Connecting Hose, bleed unit, bleed valve
2343	1899	Filler Gun	Workshop Devices	Brake Fluid	Filler Gun, brake fluid
2344	1900	Spout	Workshop Devices	Brake Fluid	Spout, brake fluid
2345	1901	Adaptor Set	Workshop Devices	Coupling, bleeder unit expansion tank	Bleeder Adaptor Set
2346	1902	Spanner Set, ring / open ended	Tool, universal	Bleeder Screw / Valve	Spanner Set, ring / open ended
2347	1903	Spanner, double ring	Tool, universal	Bleeder Screw / Valve	Double Ring Spanner, bleed screw/valve
2348	1904	Valve	Workshop Devices	Filler, brake fluid	Filler Tap, brake fluid
2349	1905	Disposal Unit	Workshop Devices	Brake Fluid	Disposal Unit, brake fluid
2350	1906	Pipe	Workshop Devices	Disposal unit collecting container connector	Connecting Hose, collection tank disposal unit
2351	1907	Split Pin Driver	Tool, universal	Retention Pin, brake pad	Pin Driver Set, brake pad retention pin
2352	1908	Tank	Workshop Devices	Collecting Tank, brake fluid	Collection Tank, brake fluid
2353	1909	Impact Extractor	Tool, universal	Brake Lining	Impact Extractor, brake pad
2354	1910	Extractor Arm	Tool, universal	Impact Extractor	Extractor Arm, impact extractor
2355	1911	Reset Tool	Tool, universal	Reset Tool, brake caliper piston	Reset Tool, brake caliper piston
2356	1912	Turn / Reset Tool	Tool, universal	Piston Turning	Turn / Reset Tool, brake caliper piston
2357	1913	Turn / Reset Tool Set	Tool, universal	Piston Turning	Turn/Reset Tool Set, brake caliper piston
2358	1914	File	Tool, universal	Brake Pad Well Cleaning	File, brake pad well cleaning
2359	1915	Wire Brush	Tool, universal	Brake Caliper Cleaning	Wire Brush, brake caliper cleaning
2360	1916	Grinding Pad	Tool, universal		Grinding Pad
2361	1917	Holding Spindle	Tool, universal	Grinding Pad Holding Bracket	Tensioner Spindle, grinding pad
2362	1918	Vernier Caliper	Tool, universal	Brake Disc Thickness	Vernier Calliper, brake disc thickness
2363	1919	Pliers	Tool, universal	Piston Rotation	Pliers, piston rotation
2364	1920	Feeler Gauge	Tool, universal	20° Piston Adjustment	20° Piston Position Template
2365	1921	Holder	Tool, universal	Brake Disc Runout Dial Gauge	Holder, brake disc runout dial gauge
2366	1922	Dial Gauge	Tool, universal		Dial Gauge
2367	1923	Ruler	Tool, universal	Distortion Test	Knife-edged Ruler, surface level test
2368	1924	Socket	Tool, universal		Socket
2369	1925	Socket	Tool, universal	Bolts, brake caliper	Wrench, brake caliper
2371	1927	Fitter	Tool, universal	Cover, guide sleeve	Protective Cap Driver
2372	1928	Installer	Tool, universal	Cover, guide sleeve	Protective Cap Installer
2373	1929	Square Key	Tool, universal	Brake Shoe Eccentric	Square Key, brake shoe eccentric
2374	1930	Pliers	Tool, universal	Spring, brake drum	Pliers, brake springs
2375	1931	Mounting Tools	Tool, universal	Wheel Brake Cylinder	Mounting Tool, wheel brake cylinder
2376	1932	Mounting Tools	Tool, universal	Spring, brake drum	Installation Tools, brake spring
2377	1933	Mounting Tools	Tool, universal	Drum Brake	Installation Tool Set, brake drum
2378	1934	Pliers	Tool, universal	Cable, parking brake	Pliers, brake cable spring
2379	1935	Pipe Cutter	Tool, universal	Brake Lines	Pipe Cutter
2380	1936	Deburring Tool	Tool, universal	Brake Lines	Deburring Tool, pipes
2381	1937	Flaring Tool	Tool, universal		Flaring Tool
2382	1938	Pipe Bending Equipment	Tool, universal		Pipe Bending Equipment
2383	1939	Pliers	Tool, universal	Brake Lines	Pliers, brake pipe
2384	1940	Spanner Set, double ring	Tool, universal	Brake Lines	Spanner Set, brake pipes
2385	1941	Clamping Tool	Tool, universal	Brake Hose	Clamp, brake hose
2386	1942	Preservative	Chemical Products	Brake Hydraulics	Paste, brake / clutch hydraulic parts
2387	1943	Mounting Board Set	Workshop Devices	Brake Tools	Tool Board, brake tools
2388	1944	Hook Set	Workshop Devices	Tool Board	Hook Set, tool pegboard
2391	1947	Resistor	Air Conditioning	Fan	Pre-resistor, blower
2394	1948	Sensor	Glow Ignition System	Coolant Temperature	Sensor, coolant temperature
2395	1949	Repair Kit	Compressed-air System	Clutch Booster	Repair Kit, clutch booster
2397	1950	Pump	Workshop Devices	Vacuum	Vacuum Pump
2398	1951	Light	Workshop Devices	UV Light	UV Lamp
2399	1952	Scale	Workshop Devices	Filler Scale	Filler Scale
2400	1953	Thermometer	Workshop Devices		Thermometer
2401	1954	Pump	Workshop Devices	Oil, compressor	Suction Pump, compressor oil
2402	1955	Cylinder	Workshop Devices	Filler Cylinder	Filler Cylinder
2403	1956	Manometer	Workshop Devices		Manometer
2404	1957	Adaptor Kit	Workshop Devices	Service Unit, air conditioner	Adaptor Set, air conditioning service unit
2406	1959	Hose Line	Workshop Devices	Service Unit, air conditioner	Filler Hose, air conditioning service unit
2407	1960	Additive	Chemical Products	Leak Location	Additive, leak location
2408	1961	Nozzle	Air Conditioning	Expansion Valve	Injector Nozzle, expansion valve
2409	1962	Oil	Chemical Products	Oil, compressor	Oil, compressor
2410	1963	Oil	Chemical Products	Oil, vacuum pump	Oil, vacuum pump
2411	1964	Assortment	Standard Parts	Valve	Assortment, valves
2412	1965	Sensor	Comfort Systems	Parking Assist	Sensor, parking assist
2415	1968	Switch	Cruise Control	Clutch Control	Switch, clutch control (cruise control)
2420	1971	Assembly Kit	Air Supply	Charger	Mounting Kit, charger
2422	1972	Repair Kit	Suspension	Torsion Bar	Bearing Kit, torsion bar
2424	1973	Holder	Air Conditioning	Dryer	Holder, dryer
2425	1974	Control Unit Set	Driving Dynamics Control		Control Unit Set
2427	1976	Perforated Strip	Standard Parts		Perforated Strip
2431	1977	Sensor	Instruments	Cylinder Head Temperature	Sensor, cylinder head temperature
2432	1978	Gauge	Instruments	Cylinder Head Temperature	Gauge, cylinder head temperature
2433	1979	Switch	Lock System	Door Light Contact	Switch, door contact
2436	1982	Conversion Kit	Heating / Ventilation	Air Filter, passenger compartment	Retrofit Kit, pollen filter
2437	1983	Cable	Cruise Control	Actuator	Cable, actuator
2440	1984	Switch	Compressed-air System		Pressure Switch
2441	1985	Repair Kit	Compressed-air System	Air Dryer	Repair Kit, air dryer
2444	1988	Rubber Tub	Accessories	Boot-/Cargo Area	Boot-/Cargo Area Tub
2445	1989	Floor Mat	Accessories, universal	Non-skid Rubber Mat	Non-skid Mat
2449	1991	Rubber Tub	Accessories, universal	Boot-/Cargo Area Tub	Boot-/Cargo Area Tub
2453	1995	Damper	Belt Drive	Timing Belt Tension	Vibration Damper, timing belt
2454	1996	Gas Spring	Body	Rear Windscreen	Gas Spring, rear windscreen
2455	1997	Gas Spring	Interior Equipment	Seat Adjustment	Gas Spring, seat adjustment
2457	1998	Control Unit	Comfort Systems	Seat Heating	Control Unit, seat heating
2458	1999	Gauge	Instruments	Multi-function	Multi-function Gauge
2459	2000	Conversion Kit	Lubrication	Oil Filter	Conversion Kit, cartridge filter
2461	2001	Control Unit	Comfort Systems	Window Regulator	Control Unit, window regulator
2462	2002	Joint	Wheel Suspension	Ball Joint	Ball Joint
2463	2003	Timing-chain guides kit	Engine Timing	Timing Chain	Guide Rails Kit, timing chain
2464	2004	Electric Cable	Compressed-air System	Air Suspension	Electric Cable, pneumatic suspension
2465	2005	Pliers	Tool, universal	Cable Connector	Squeeze Pliers
2466	2006	Light	Lights	Daytime Running Light	Daytime Running Light
2467	2007	Mounting Wedge	Tool, universal	Universal-axle-/Steering Bellow	Mounting Cone, bellow
2470	2008	Filter	Air Supply	Secondary Air	Secondary Air Filter
2471	2009	Key	Tool, universal	Oil Filter	Oilfilter Spanner
2472	2010	Joint	Steering	Steering Damper	Ball Joint, steering damper
2473	2011	Repair Kit	Wheel Suspension	Link	Repair Kit, link
2475	2013	Switch	Cooling System	Coolant Temperature Alarm	Temperature Switch, coolant warning lamp
2476	2014	Cover	Driver Cab	Outside Mirror	Cover, outside mirror
2478	2015	Light	Workshop Devices	Hand Lamp	Hand lamp
2479	2016	Holder	Workshop Devices	Hand Lamp	Holder, hand lamp
2480	2017	Holder	Lights	Reflex Reflector	Holder, reflex reflector
2481	2018	Holder	Workshop Devices	Roller/Drum	Roller Holder
2482	2019	Headlight	Lighting System, universal	Headlight	Headlight
2483	2020	Headlight	Lighting System, universal	Spotlight	Spotlight
2484	2021	Headlight	Lighting System, universal	Fog Light	Fog Light
2485	2022	Headlight	Lighting System, universal	Worklight	Worklight
2486	2023	Headlight	Lighting System, universal	Searchlight	Searchlight
2487	2024	Light	Lighting System, universal	Tail Light	Taillight
2488	2025	Light	Lighting System, universal	Fog/Tail Light	Rear Fog Light
2489	2026	Light	Lighting System, universal	Licence Plate Light	Licence Plate Light
2490	2027	Light	Lighting System, universal	Outline Lamp	Outline Lamp
2492	2028	Light	Lighting System, universal	Combination Rearlight	Combination Rearlight
2493	2029	Light	Lighting System, universal	Reverse Light	Reverse Light
2496	2030	Light	Lighting System, universal	Door	Door Puddle Light
2497	2031	Light	Lighting System, universal	Interior Light	Interior Light
2498	2032	Light	Lighting System, universal	Parklight	Parklight
2500	2033	Light	Signal System, universal	Auxiliary Stop Light	Auxiliary Stop Light
2501	2034	Reflector	Lighting System, universal		Reflex Reflector
2502	2035	Bulb	Lighting System, universal	Headlight	Bulb, headlight
2503	2036	Light	Signal System, universal	Stop Light	Stop Light
2504	2037	Light	Signal System, universal	Indicator	Indicator
2505	2038	Light	Signal System, universal	Rotating Beacon	Rotating Beacon
2506	2039	Holder	Lighting System, universal	Worklight	Base, worklight
2507	2040	Holder	Lighting System, universal	Fog Light	Holder, fog light
2508	2041	Holder	Lighting System, universal	Spotlight	Base, spotlight
2509	2042	Lights-On Reminder	Lighting System, universal		Lights-on Reminder
2510	2043	Control Unit	Lighting System, universal	Gas Discharge Lamp	Ballast, gas discharge lamp
2511	2044	Switch	Lighting System, universal	Door Light Contact	Switch, door contact
2512	2045	Switch	Lighting System, universal	Headlight	Switch, headlight
2513	2046	Accessory Kit	Brake System	Brake Caliper	Accessory Kit, brake caliper
2514	2047	Switch	Lighting System, universal	Reverse Light	Switch, reverse light
2515	2048	Fanfare Horn	Signal System, universal		Fanfare Horn
2516	2049	Air Horn	Signal System, universal		Air Horn
2517	2050	Holder	Signal System, universal	Rotating Beacon	Holder, rotating beacon
2518	2051	Relay	Signal System, universal	Flasher Unit	Flasher Unit
2519	2052	Switch	Signal System, universal	Stop Light	Switch, stop light
2520	2053	Switch	Signal System, universal	Indicator	Control Stalk, indicators
2521	2054	Switch	Signal System, universal	Hazard Lights	Hazard Light Switch
2522	2055	Cylinder	Steering	Power Steering	Slave Cylinder, power steering
2523	2056	Repair Kit	Wheel Suspension	Ball Joint	Repair Kit, ball joint
2524	2057	Tab Washer	Wheel Suspension	Ball Joint	Securing Plate, ball joint
2525	2058	Light	Lighting System, universal	Marker Light	Marker Light
2526	2059	Light	Signal System, universal	Strobe-type Beacon	Strobe-type Beacon
2528	2060	Connector	Standard Parts	Test Connection	Connector Chain, test connection
2529	2061	Accessory Kit	Brake System	Brake Lining	Accessory Kit, brake pad
2530	2062	Frame	Workshop Devices	Assortment Box	Frame, assortment box
2531	2063	CADDY BOX	Workshop Devices	Assortment Box	Assortment Box
2532	2064	Cap	Standard Parts	Test Connection	Cover, test connection
2534	2065	Closure	Tool, universal	Brake Fluid Reservoir	Sealing Cap, brake fluid reservoir
2535	2066	Fitting	Workshop Devices	Disposal unit collecting container connector	Breather Pipe
2536	2067	Adaptor	Tool, universal	Reset Tool, brake caliper piston	Adaptor, brake caliper reset tool
2537	2068	Clamping Claw	Tool, universal	Bordering Tool	Clamping Claw, bordering tool
2538	2069	Thrust Piece	Tool, universal	Bordering Tool	Thrust Piece, flaring tool
2541	2070	Shield	Body Parts, universal	Table Sheet	Table Sheet
2543	2071	Shield	Body Parts, universal	Profile Sheet	Profile Sheet
2544	2072	Pipe	Brake System, universal		Brake Lines
2546	2074	Switch	Brake System, universal	Brake Pressure	Pressure Switch, brake hydraulics
2549	2076	Holder	Brake System, universal	Brake Fluid Reservoir	Holder, brake fluid reservoir
2550	2077	Holder	Brake System, universal	Brake Lines	Holder, brake lines
2551	2078	Holder	Brake System, universal	Brake Hose	Holding Bracket, brake hose
2552	2079	Screw	Brake System, universal	Brake Caliper	Bolt, brake caliper
2553	2080	Plug	Brake System, universal	Brake Fluid Reservoir	Plug, brake fluid reservoir
2555	2082	Closure	Brake System, universal	Brake Fluid Reservoir	Sealing Cap, brake fluid reservoir
2556	2083	Seal / Gasket	Brake System, universal	Vacuum Connection Nozzle	Seal, vacuum hose connector pipe
2557	2084	Test/ Straightening Unit	Tool, universal	Clutch Plate	Test/Set Unit, clutch plate
2558	2085	Centering Tool	Tool, universal	Clutch Plate	Centering Tool, clutch plate
2559	2086	Puller Set	Tool, universal	Inner Bearing	Puller Set, inner bearing
2560	2087	Mounting Tools	Tool, universal	Transmission Shaft	Mounting Tools, transmission shaft
2561	2088	Mounting Tool Set	Tool, universal	Crankshaft Seal/ Pilot Bearing	Mounting Tool Set, crankshaft seal / pilot bearing
2562	2089	Clamping Device	Tool, universal	Pressure Plate	Clamping Device, pressure plate
2563	2090	Holding Bracket Set	Tool, universal	Pressure Plate	Holding Bracket Set, clutch pressure plate
2564	2091	Mounting Tool Set	Tool, universal	Clutch/ Flywheel	Mounting Tool Set, clutch/flywheel
2565	2092	Feeler Gauge	Tool, universal	Basic Setting, clutch control	Adjustment Gauge, clutch control
2566	2093	Mounting Mandrel	Tool, universal	Seal Press-in/ -out	Fitter Mandrel, seal
2567	2094	Stop Spanner	Tool, universal	Flywheel	Stop Spanner, flywheel
2568	2095	Clamping Ring	Tool, universal	Clutch Pressure Plate Clamping	Clamping Ring, pressure plate
2570	2097	Extension	Tool, universal	Dial Gauge	Extension, dial gauge
2571	2098	Feeler Pad	Tool, universal	Dial Gauge	Feeler Pad, dial gauge
2572	2099	Expansion Mandrel	Tool, universal	Inner Bearing	Expansion Mandrel, inner bearing
2573	2100	Clamping Jaw	Tool, universal	Inner Bearing	Spring Collet, inner bearing
2574	2101	Lever	Tool, universal	Demounting Crankshaft Seal	Demounting Lever, crankshaft seal
2575	2102	Hook	Tool, universal	Demounting Crankshaft Seal	Puller Claw, crankshaft seal
2576	2103	Thrust Piece	Tool, universal	Pilot Bearing	Thrust Piece, pilot bearing
2577	2104	Extractor	Tool, universal	Pilot Bearing	Puller, pilot bearing
2578	2105	Thrust Piece	Tool, universal	Crankshaft Seal	Thrust Piece, crankshaft seal
2579	2106	Lever	Tool, universal	Clutch/ Flywheel	Extension Lever, clutch/ flywheel
2580	2107	Ratchet	Tool, universal	Clutch/ Flywheel	Ratchet, clutch/ flywheel
2585	2112	Battery	Electric Universal Parts	Appliance Battery	Appliance Battery
2586	2113	Hose Line	Brake System, universal	Vacuum	Vacuum Hose, brake system
2589	2116	Bellow	Brake System, universal	Wheel Brake Cylinder	Bellow, wheel brake cylinder
2591	2118	Control System	Cruise Control, universal		Cruise Control
2593	2119	Switch	Cruise Control, universal		Control Switch, cruise control
2594	2120	Control Element	Cruise Control, universal		Control, cruise control system
2595	2121	Adaptor Kit	Cruise Control, universal		Adapter Kit, cruise control
2597	2123	Frequency Module	Cruise Control, universal		Frequency Module, cruise control system
2598	2124	Control Unit	Cruise Control, universal		Control Unit, cruise control system
2599	2125	Plug	Cruise Control, universal	Travel Impulse Count Coding	Coding Plug, travel impulse count
2600	2126	Switch	Cruise Control, universal	Clutch Control	Switch, clutch operator
2601	2127	Harness	Cruise Control, universal		Harness, cruise control system
2602	2128	Holder	Cruise Control, universal	Control Unit	Holding Bracket, cruise control unit
2603	2129	Assembly Kit	Cruise Control, universal		Mounting Kit, cruise control
2604	2130	Cable	Cruise Control, universal	Actuator	Cable, actuator
2606	2131	Adaptor Kit	Cruise Control Alarm, universal		Adaptor Kit, speed warning system
2609	2134	Gauge	Instruments, universal	RPM	Revolution Counter
2611	2136	Gauge	Instruments, universal	Oil Pressure	Gauge, oil pressure
2612	2137	Gauge	Instruments, universal	Fuel Supply	Fuel Gauge
2613	2138	Gauge	Instruments, universal	Speedometer	Speedometer
2614	2139	Gauge	Instruments, universal	Coolant Temperature	Gauge, coolant temperature
2615	2140	Gauge	Instruments, universal	Oil Temperature	Gauge, oil temperature
2616	2141	Gauge	Instruments, universal	Exterior Temperature	Gauge, exterior temperature
2617	2142	Gauge	Instruments, universal	Exterior/ Interior Temperature	Gauge, ext./interior temperature
2618	2143	Gauge	Instruments, universal	Voltmeter	Voltmeter
2619	2144	Gauge	Instruments, universal	Clock	Clock
2620	2145	Control Unit	Comfort Systems, universal	Parking Assist	Control Unit, parking assist
2621	2146	Parking Assist	Comfort Systems, universal		Parking Assistant
2622	2147	Mute Switch	Comfort Systems, universal	Parking Assist	Radio Mute Switch, parking assist
2623	2148	Sensor	Comfort Systems, universal	Parking Assist	Sensor, parking assist
2624	2149	Harness	Comfort Systems, universal	Parking Assist	Cable Set, parking assist
2629	2154	Sleeve	Cylinder Head	Cylinder Head Quill	Quill, cylinder head
2632	2157	Hose Line	Fuel Supply System, universal		Fuel Hose
2633	2158	Connector	Fuel Supply System, universal	Fuel Hose	Hose Fitting, fuel hose
2636	2161	Puller	Tool, universal	Clutch	Puller, clutch
2639	2164	Mounting Tools	Tool, universal	Quill	Mounting Tool, quill
2640	2165	Bellow	Steering, universal		Bellow, steering
2641	2166	Bellow Set	Steering, universal		Bellow Set, steering
2642	2167	Filter	Steering, universal	Hydraulic Oil	Hydraulic Filter, steering system
2644	2169	Mounting Tools	Tool, universal	Exhaust System Steel Bracket	Mounting Tool, exhaust system steel bracket
2645	2170	Retaining Tool Set	Tool, universal	Crankshaft	Retaining Tool Set, crankshaft
2646	2171	Tester	Tool, universal	Timing Belt Tension	Test Unit, timing belt tension
2647	2172	Key	Tool, universal	Timing Belt Tension	Spanner, timing belt tension
2648	2173	Belt	Belt Drive	Banded V-Belts	Banded V-Belts
2649	2174	Bellow	Wheel Drive, universal	Drive Shaft	Bellow, driveshaft
2650	2175	Assembly Kit	Wheel Drive, universal	Bellow driveshaft	Mounting Set, driveshaft bellow
2651	2176	Remote Control	Lock System, universal	Central Locking System	Remote Control, central locking
2652	2177	Control Element	Lock System, universal	Central Locking System	Control, central locking system
2653	2178	Housing	Lock System, universal	Hand-held Transmitter for central locking	Hand-held Transmitter Housing, central locking
2654	2179	Siren	Lock System, universal	Alarm System	Siren, alarm system
2655	2180	Switch	Lock System, universal	Door Light Contact	Switch, door contact
2656	2181	Emergency Triangle	Security Systems, universal		Emergency Triangle
2658	2182	Warning System	Security Systems, universal	Theft Alarm	Alarm System
2659	2183	Sensor	Security Systems, universal	Inclination Sensor	Inclination Sensor, alarm system
2660	2184	Hand-held Transmitter	Security Systems, universal	Alarm System	Hand Held Transmitter, alarm system
2661	2185	Housing	Security Systems, universal	Alarm System	Transmitter Housing, alarm system
2662	2186	Electric Cable	Security Systems, universal	Ultrasonic Module	Extension Line, ultrasonic module
2663	2187	Siren	Security Systems, universal	Alarm System	Siren, alarm system
2664	2188	Switch	Security Systems, universal	Door Light Contact	Switch, door contact
2667	2190	Frame	Cooling System	Radiator	Frame, radiator
2668	2191	Heat Exchanger	Cooling System		Cooler Module
2669	2192	Fan	Heating / Ventilation	Interior Air	Interior Blower
2670	2193	Light	Lighting System, universal	Daytime Running Light	Daytime Running Light
2672	2195	Base	Signal System, universal	Rotating Beacon	Base, rotating beacon
2675	2196	Thermometer	Instruments, universal	Exterior/ Interior Temperature	Thermometer, exterior / interior temperature
2681	2200	Gauge	Instruments, universal	Manometer	Manometer
2682	2201	Gauge	Instruments, universal	Brake Pressure	Gauge, brake pressure
2684	2203	Gauge	Instruments, universal	Multi-function	Multi-function Gauge
2686	2205	Floor Mat	Interior Equipment, universal		Floor Mat
2687	2206	Floor Mat Set	Interior Equipment, universal		Floor Mat Set
2691	2209	Cigarette Lighter	Interior Equipment, universal		Cigarette Lighter
2692	2210	Heat Exchanger	Cooling System	Radiator Core	Core, radiator
2697	2211	Mounting Aid	Chemical Products	Mounting Paste	Mounting Paste
2698	2212	Mounting Aid	Chemical Products	Mounting Spray	Mounting Spray
2699	2213	Mounting Aid	Chemical Products	Mounting Liquid	Mounting Liquid
2700	2214	Seal / Gasket	Lubrication	Oil Dipstick	Seal / Gasket, oil dipstick
2701	2215	Hand-held Transmitter	Lock System	Central Locking System	Handsender, central locking
2704	2217	Switch	Comfort Systems	Rear Windscreen Heating	Switch, rear window heating
2705	2218	Bush	Cylinder Head	Rocker Arm	Bush, rocker arm
2706	2219	Holding Bracket	Tool, universal	Wheel Brake Cylinder Piston	Piston Holding Bracket, wheel brake cylinder
2707	2220	Angle Screwdriver	Tool, universal		Angled Screwdriver
2708	2221	Hand-held Transmitter	Lock System, universal	Central Locking System	Handsender, central locking
2709	2222	Signal Unit	Signal System		Signal Unit
